ИНДЕКС 1,"Угол нашивки, град",Шаг нашивки,Плотность нашивки,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2"
928,90,"7,3215708314","52,938438429","2,7987033415","1964,9204064118","255,2246318509","83,6732671447","20,269847256","238,1403285823","153,1201705312","75,5154874286","2250,1166512113","344,243989025"
929,90,"12,8370015953","64,0566072186","2,4434815414","1963,3534310221","597,2052427748","92,6221979169","22,6785941732","314,8130807682","787,2251793831","74,5055843236","2594,9119459909","124,2561272431"
930,90,"8,0660523406","62,3586067571","4,0495739038","2035,8144616277","1220,2752593437","144,6307518311","19,8849708557","312,6245576866","696,0654528815","73,5099362539","2667,7751141638","303,0467805813"
931,90,"3,1906130337","40,0800850448","4,0597702686","2038,6378295303","1206,7942140612","131,9821442614","22,8557796987","278,2058728809","172,665275804","76,2692888198","1573,8407621527","223,9267559629"
932,90,"10,0586302369","63,3332567673","4,902685764","2039,9581781178","241,1633070074","116,0713116057","20,4691819594","267,6420087094","640,050776652","67,8306559407","1906,9341072475","256,7844282122"
933,90,"7,9311038074","48,7310201206","0,7492232207","1957,4758415924","339,7492237238","117,9640247338","23,1103709152","385,8947705221","153,7605970768","76,2927108911","2391,9729487944","234,213528615"
934,90,"6,860687457","62,032579515","2,9933755165","1995,3851971466","1284,2729317589","86,8236801669","20,9707152457","286,4857048999","421,1111769492","70,9056981092","2777,33376133","191,9777260374"
935,90,"11,391945471","52,8874352233","3,2528608358","1999,5107712897","283,5538873513","138,0551159219","21,4200699037","305,4589706377","730,4551778909","77,8963253984","2690,5906058174","163,2578325883"
936,90,"0,0376389367","59,1568434093","2,8070284796","2029,2969057458","993,8597284961","74,6906673019","27,2925499179","226,5558758473","547,5167587117","71,6809938955","2528,0822376394","220,732220147"
937,90,"8,6505714201","71,1080887659","2,6924869404","1989,5163055631","408,3328596101","38,6685003344","19,4318585219","285,3644478518","80,2753347093","75,3122919702","1811,8600237553","82,5831614265"
938,90,"6,8857638406","62,7849273352","0,9602880823","1910,7695288495","80,0815878771","150,6478877905","26,8172010104","403,6528608768","756,2866836775","75,5477611684","2650,8399686225","307,9372577182"
939,90,"6,2602552862","54,932542253","2,7217329338","2011,7590675983","73,7584692154","81,061682737","20,6074598526","305,2124462004","696,3091145218","67,5009947254","1949,6011935564","243,8327046558"
940,90,"8,3555926747","53,7577171711","2,2934531597","1958,143379311","1074,8723828715","126,5486306709","24,7464860967","275,6263701981","342,0251054542","74,1390288802","2935,459368133","202,4442569313"
941,90,"5,2065656033","53,4603324049","2,6784589705","1979,3064764653","327,6956250938","103,340742335","20,4746612978","298,9278416561","639,8883894395","70,5059126099","2567,9929916786","201,6727201508"
942,90,"8,2733626651","65,0284937406","2,0733028529","1900,0667830433","963,0831318651","146,8868627799","23,9048464634","301,7619339349","633,032742735","75,7398219449","2595,9270372305","325,5334907755"
943,90,"1,5252299869","77,9094147191","5,2104424387","1944,2371668399","1267,371474811","149,9505528889","23,5701514651","306,8255227667","638,5065169664","72,7975700417","2210,0279077132","231,7546497098"
944,90,"4,6446947116","65,5046860545","2,3972856818","1819,8085970794","584,3498492631","112,5205275148","23,5796250512","248,6046765719","786,024089311","72,570919133","2611,787960541","119,516420174"
945,90,"5,7062720796","52,0995773045","2,3132644983","1855,6805836636","1080,19097875","92,537215329","24,9011113659","261,3454427071","443,1646806394","75,1622076007","2948,9684671806","227,8431998203"
946,90,"6,9473222518","69,7455140116","3,3854379411","1969,8901722206","852,5453295248","57,3816048484","21,5074009111","277,1369008477","487,8283974642","72,622865925","2991,1371781778","192,7028004306"
947,90,"8,4317182584","52,6387961324","2,9789426643","2021,1459090494","79,6745639461","120,3177338291","22,4716602177","348,3074473756","397,3201306331","74,6930664687","1857,0186134764","198,6356441649"
948,90,"8,5823719225","53,3173239522","1,7793823402","1848,842718834","819,3097571154","106,0351224469","23,3348353838","278,0213794144","296,6884688519","72,9974676315","2298,9857003214","267,9486929048"
949,90,"3,9822044813","50,2736321705","4,235150109","1896,9897147634","640,1023572448","99,2895844756","20,660266993","319,4898329268","997,8412271339","76,0245891322","3285,8914302958","273,8699255334"
950,90,"6,2709697856","60,4832482682","3,3539451457","1964,8014374637","608,6732600555","163,9856722499","23,3938894098","276,7100205923","714,8183126554","71,237408397","3321,0355868266","197,328325324"
951,90,"5,2638507187","70,8284749403","3,3999596705","1945,9873195371","650,2493974875","108,5999762699","17,0468955088","232,6058533206","66,2988316925","71,5973432288","2521,7161789382","151,1850229844"
952,90,"5,2485272996","58,7379414918","2,5023333734","1955,5147388816","538,6012067961","99,2183837583","19,974965651","283,1505880343","38,6446599097","71,3675765851","2480,4064848923","245,4812467879"
953,90,"9,2432246739","63,6506915323","3,1702438489","1919,3339088396","876,7720751035","107,8505741764","24,1527438619","253,1277206285","162,9527876374","75,9663756307","3094,4451023189","322,2661006337"
954,90,"6,1758682813","57,627219473","3,3556897925","1928,2011975825","406,7137515626","73,2813285898","22,1780286939","224,3632311767","281,8279928476","68,6732732097","1510,3878325201","168,0707765772"
955,90,"9,2308481507","54,6602674035","2,9915992734","1907,7268210132","858,3677900679","101,8297323559","20,9964390175","321,0558420475","149,1054301167","73,3857823457","2023,5261239731","188,5768076243"
956,90,"8,4615375235","51,9859636014","2,9380428496","1898,4774884838","483,4324996679","166,3467579187","22,5602465667","314,4623138162","383,7846369816","69,217723037","3430,8371324398","304,8058003774"
957,90,"8,077033063","65,6222319017","1,8028433876","2033,9688203694","110,5422412547","86,1914434857","22,6837478854","323,021018098","408,6013821668","74,588556217","2980,611555125","286,2035519863"
958,90,"6,8452246234","65,1300871392","2,6331813742","1980,6805367569","339,9573486314","192,3344694614","20,6249662507","332,9492668893","910,5447050744","72,0310250247","3477,6258309966","301,217753496"
959,90,"5,243969534","59,0115137591","2,2631858361","1927,0675812743","1191,498362444","82,4520228378","24,3913309496","256,2730226727","294,8146192091","77,9952892026","2758,4147672947","241,620617395"
960,90,"6,067400744","49,2091407642","4,2401600797","1996,1165135531","793,3852928912","127,6620842893","22,4532391777","287,8700945459","963,0190044871","75,6764810634","2560,9326426811","294,7734698309"
961,90,"9,9015044386","67,7188963415","2,0180126024","1899,3728519767","644,0311130159","118,9018643351","20,6901316571","297,3771884176","99,7920325","70,3067040622","2411,3669642217","182,5189848439"
962,90,"3,762640205","49,643983347","2,7629157351","1913,8675886635","563,7398231397","107,9505485585","18,1576270542","320,606020982","712,9324974267","70,4238345776","2880,3284790565","176,6355301536"
963,90,"7,279301006","43,1039893042","2,9783072526","1939,3500095199","801,8773328472","47,2334155751","19,9487414458","385,6977991774","862,8138757659","76,5860497113","3167,7797114355","303,4569862894"
964,90,"7,4107581955","50,568878389","2,6959371111","1993,54432805","402,0324519278","131,5329472184","25,275126777","338,4638126641","819,9613144636","74,9777226556","2120,9689129722","311,0667765436"
965,90,"6,0109340037","60,0343989374","2,8645681149","2011,1649862589","1224,5265401339","115,6391822571","18,2182915125","341,7588878179","969,0030201666","75,5682062503","3248,0948361707","224,9631942908"
966,90,"6,7390644405","48,7184172444","3,4993056696","1909,6489920009","747,0043661287","163,931175886","21,2210735541","321,9999964315","1116,165781168","70,1946664384","3129,0637398014","216,7849389466"
967,90,"6,7476806045","46,5880986349","4,0414259308","2050,3734918028","839,2253687017","107,7845311027","21,9403304153","258,8285484059","37,4189667652","71,0938099305","3040,6152752206","214,3298951795"
968,90,"6,1732114473","78,5431504339","2,6759821395","1959,1394480603","754,5836029655","83,8854454524","20,917957227","230,319583123","407,4440898736","73,8206173873","2545,4083270976","240,5841414447"
969,90,"5,6182806549","52,3529759495","3,6457585872","1901,6830644331","794,6450803504","85,1058348923","26,5050568591","275,5375725792","1023,2315676084","77,0397504558","3022,396628373","250,1054014384"
970,90,"4,5173365762","48,2647964035","2,2798864661","1946,4730542079","1008,4159016941","151,6849206492","23,2677559449","293,3171271394","282,0383846843","72,7629758182","2309,2337464625","211,0296705811"
971,90,"4,9110986976","62,6458599385","2,1690738392","1889,5131790005","803,3464686663","132,528295058","24,0755546728","323,1536594993","450,4292999184","75,3369167965","2147,5760850345","244,6060695518"
972,90,"7,2196468635","60,9800063393","0,9989712395","2003,8418456735","501,5043067855","157,8187521836","20,3506009127","261,6702895889","928,1798742988","74,7693506824","3375,2027643787","182,5994036873"
973,90,"4,9945731034","66,3572687364","4,6413482847","1919,3873302227","860,1196848408","123,7638549447","24,1549687599","267,3845323197","584,6319918412","70,4041946009","1942,75715121","171,1807357722"
974,90,"3,4886301334","48,7733651753","3,200923566","1996,8183952795","762,6814978143","141,5805228202","22,5055061964","298,7883321666","92,92644489","72,194782077","2395,1247331407","219,3675392248"
975,90,"6,2095492063","59,4743256088","3,1640851476","1949,1835925024","400,3541226913","108,8039096893","20,8411638679","278,7375468845","771,326152077","75,5120308729","1590,7865562482","176,3996629654"
976,90,"6,1966724623","63,8457574996","3,1341203663","1988,5157684672","1096,8402151787","118,8111829353","19,5235105564","261,7024873568","469,9789833452","68,2391690963","2224,6765843411","243,356942604"
977,90,"5,317427836","72,460194492","2,5319565164","1919,0562760066","400,7103724177","58,2618736246","19,8754425043","286,1394302809","177,5799042084","78,9148967193","2804,3587758448","216,7741024585"
978,90,"9,9777837206","55,3750741621","3,3268908468","2011,6099663096","1056,7786324423","117,3551949334","20,6086086812","322,1361382067","282,6143762514","80,3849241155","2608,5294612977","158,343594496"
979,90,"9,0429092235","67,2551809995","2,1620665405","2012,5901710677","884,2343503779","87,2446885464","23,5085823372","300,8909849812","520,5993083342","77,6337198908","2412,6450376311","203,9952870728"
980,90,"7,5903501332","56,2041638207","2,5769973984","2012,5041410842","303,9579812604","105,6049544233","21,9303170643","292,1750648194","545,1418349918","76,6638272401","2462,9763453267","214,8321386503"
981,90,"2,8897154784","66,2592544821","1,7651067824","2116,8005025931","850,7541277396","108,8689661844","25,1605411351","354,1831564002","727,0818974679","76,4453867299","2441,1900324692","201,0816973455"
982,90,"9,4268909649","64,5095014754","3,6187937966","1995,50233833","97,7337255774","80,3308487277","24,6356305534","346,5266568229","660,2479498976","72,3662210329","2618,950646227","253,199441036"
983,90,"5,6120816638","58,6550724092","3,1126393735","1977,5623203222","749,5172315388","115,3895214704","18,5767968842","304,5332855209","581,9323258501","73,5376629806","2351,8732548491","126,0752244348"
984,90,"5,1136437691","61,9983102206","0,9680865423","2008,8740661405","1076,7417664263","81,9278250305","23,5283441636","320,8037105905","547,9080860948","72,8484751607","2137,2714075292","204,0863389361"
985,90,"11,0618577452","74,288315368","1,5914030216","2041,4404555113","60,4748890223","91,3825932738","20,1370526438","267,1828838124","912,0341537029","75,516724077","3394,7072132443","256,2223692326"
986,90,"8,4034349764","60,0053377695","4,2661238869","2016,1915772702","790,4671528543","99,5582189764","20,2243927051","250,5367880205","995,1962770055","71,9833633512","2223,6644487401","190,5977505415"
987,90,"9,330932624","56,3491765868","4,397730045","1991,7078638163","962,1359635526","106,1793790998","23,4046605496","355,1769844669","531,1526752893","75,1018877157","3579,2655228569","132,3606692433"
988,90,"6,5446600295","51,4817582991","3,1066336549","1884,7349827698","563,5681920676","160,433234274","26,8092414567","354,3257411403","245,593927421","72,8125562918","2135,7791722623","275,4127548516"
989,90,"7,8275622648","65,0774794619","2,0411126669","1977,6617946481","817,5499599995","169,0916339255","22,1283878814","243,0671233262","793,6502891722","79,3039877637","2399,3013217148","161,7518600371"
990,90,"11,4430576796","54,3625875571","3,5137418672","1912,8736731541","535,3259441691","115,6545469651","26,6050447408","264,3354827662","350,2338265335","75,882142804","1958,8958075242","257,1938366565"
991,90,"3,608572507","46,0097432949","1,9512236743","1992,6441153549","661,5744665958","114,1623193135","23,0913737653","273,5354189777","833,6947735329","73,6233945933","2518,3101624625","187,6713012764"
992,90,"7,7975282108","49,4586410777","3,1498304739","1990,0407086969","614,6041187274","79,8611464906","18,4881028934","372,1761546575","312,0194694929","68,6051290272","2432,2242123572","172,0919202719"
993,90,"6,9086280112","63,7370547981","3,3221894626","2077,5339692427","37,3075345529","86,227219387","21,3144943373","325,3871832042","257,8550745431","73,6185662547","3267,6609524823","297,7605419014"
994,90,"8,7847422002","54,2275732372","3,8241310868","1923,2551349303","763,917381128","139,2482208348","25,6045585927","246,8521121204","184,4573144506","68,535598853","2331,2991673906","295,8504299081"
995,90,"6,7565645456","60,0640186246","3,1069136207","1936,7901086939","522,7570032392","112,0870949872","18,9087702605","246,1805617748","409,9093610186","73,5431284824","2198,5368149376","254,1541542779"
996,90,"7,6265168592","45,1481747632","3,0001797441","2051,9852695159","598,5099178871","80,5629694217","21,1603172827","268,3097212418","474,542056609","72,1795264587","2399,3183744387","312,5360516903"
997,90,"5,6525245367","53,6227459944","2,683784181","1931,9774775952","807,3267427407","100,7292839292","22,5616811587","275,3752865601","765,4600653953","77,0438979468","3520,741857338","137,0556631067"
